FID IID PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 y.null y
HG00344 HG00344 -0.0136084 0.0232352 0.00903713 -0.0208094 0.00263511 0.0146436 0.0324881 0.0363022 0.0115471 0.000944367 0.489811035062811 -12.6727534986635
HG00345 HG00345 -0.0136562 0.0222357 0.0101091 -0.0210966 0.000660491 0.0235763 0.0533269 0.0620009 -0.000822764 0.00300191 -0.284090958685911 -4.33508651128104
HG00346 HG00346 -0.0135879 0.0227849 0.0108097 -0.0216128 0.000288095 0.0211204 0.0491143 0.0566029 -0.00370097 0.00264139 0.13208158942811 0.780650413942497
HG00349 HG00349 -0.0136819 0.0214257 0.00984524 -0.019393 0.000848554 0.0244719 0.0535722 0.0616105 -0.013219 0.00385843 -0.0431339583075601 -5.14967963087651
HG00350 HG00350 -0.0133837 0.0236943 0.00857739 -0.0198461 0.000455355 0.011373 0.0333335 0.0359893 -0.0199401 0.00228881 -0.436305022082959 -13.5484374591293
HG00351 HG00351 -0.0136786 0.0216821 0.00993255 -0.019919 0.000366324 0.0230575 0.0516165 0.0593758 -0.0153981 0.00511248 -0.279088578107258 -8.11451619175608
HG00353 HG00353 -0.0137424 0.0217435 0.0105713 -0.0215869 0.000998501 0.024451 0.0540593 0.0632269 0.00210648 0.00331532 0.00398706502851087 -3.68509433340997
HG00355 HG00355 -0.0137655 0.0226534 0.00921681 -0.0196767 0.000720211 0.0179819 0.0442267 0.0503081 -0.0158007 0.00448291 0.519552880042098 10.5883024573739
HG00356 HG00356 -0.0136395 0.0222107 0.0098758 -0.0198961 0.000772872 0.0221752 0.0502917 0.0577938 -0.0139274 0.00380562 -0.53228688818671 -7.0232610776765
HG00357 HG00357 -0.0137015 0.0219415 0.00970251 -0.0205237 0.0028192 0.0265478 0.0482271 0.0553437 0.00628332 0.00537162 0.392220191638682 4.22633197980118
HG00358 HG00358 -0.0135435 0.0204693 0.0108447 -0.0192526 0.000609143 0.0288253 0.063555 0.0743481 -0.0136458 0.00464929 0.223512717732511 -7.31013385793241
HG00360 HG00360 -0.013607 0.0229283 0.00892851 -0.0206451 -0.000500722 0.0206477 0.0463353 0.0534094 -0.014393 0.00595982 1.38005195420576 0.334000002943065
HG00361 HG00361 -0.0137956 0.020764 0.0107461 -0.020711 0.00661134 0.0377797 0.0576429 0.0701788 0.0458388 -0.00161691 0.853703028661666 -6.97938767402477
HG00362 HG00362 -0.0136139 0.0227616 0.00982501 -0.0194999 3.09871e-05 0.0200414 0.0465619 0.0532389 -0.0158995 0.00462266 1.39817491428012 -20.293222433359
HG00364 HG00364 -0.0135627 0.022306 0.0103893 -0.0201841 -0.000364388 0.0213154 0.0492624 0.0572721 -0.0153338 0.00509724 0.109709384926391 1.58416288147223
HG00365 HG00365 -0.0136097 0.0216372 0.00973128 -0.0205435 -0.000185602 0.0273794 0.0590906 0.0692323 -0.0126664 0.00716652 1.49214603541784 -9.42925058304958
HG00366 HG00366 -0.0136388 0.021704 0.00987209 -0.0201497 0.00379967 0.0292103 0.050074 0.0597153 0.0194494 0.0038905 -0.277532504904886 -5.87242475819862
HG00367 HG00367 -0.0139131 0.0210924 0.00996226 -0.0199527 0.0042545 0.0267215 0.044968 0.0528748 0.0141457 0.00273598 2.04329646772794 -4.07639530958333
HG00368 HG00368 -0.0135433 0.0210886 0.00981969 -0.0205594 0.00258323 0.0341538 0.0601383 0.0732281 0.00309607 0.00329103 -0.454476806228689 4.91388288628585
HG00369 HG00369 -0.0135531 0.0214874 0.00979613 -0.0203096 0.00476285 0.0324506 0.0523096 0.0634293 0.0220436 0.00314178 0.21552053720406 -5.15521433792875
HG00371 HG00371 -0.0134768 0.022176 0.0100958 -0.0199398 0.0015543 0.0254007 0.0509248 0.0582342 -0.0011365 0.00626191 -1.03047394969212 -2.84689037388018
HG00372 HG00372 -0.0138448 0.0215282 0.0105313 -0.0204163 0.00357654 0.027345 0.0470984 0.055102 0.00876036 0.00242831 -0.430188266740446 -7.34136525121967
HG00373 HG00373 -0.0137595 0.0208176 0.0104139 -0.0203478 0.0035135 0.030948 0.0539628 0.0631373 0.00878663 0.00329675 1.73357435341879 -13.8906411557106
HG00375 HG00375 -0.0136808 0.0219007 0.010761 -0.0213718 0.00316289 0.0262465 0.0529529 0.0626851 0.0299396 0.000238249 -0.405455193034611 6.69387860953107
HG00376 HG00376 -0.0135665 0.022839 0.0099536 -0.0208577 0.000842212 0.020269 0.0470089 0.0539014 -0.00739166 0.00243232 0.51857897375344 -0.00724040084422395
HG00378 HG00378 -0.013632 0.0219818 0.0102473 -0.0211614 0.000807053 0.023436 0.0537455 0.0630015 -0.00395621 0.00456117 -0.162542318827635 -1.40455934940824
HG00379 HG00379 -0.0136138 0.0224186 0.0102274 -0.0199053 0.000361321 0.0218885 0.0472994 0.0551142 -0.00411701 0.00592943 0.718235434647145 -4.47067573660428
HG00380 HG00380 -0.0133905 0.0237219 0.00893758 -0.0209557 0.00147717 0.0171813 0.0356455 0.0383836 -0.00313415 -0.000474498 0.396145505893794 -8.17107095061848
HG00381 HG00381 -0.013691 0.0228445 0.00991836 -0.0208354 0.00106722 0.0222687 0.054226 0.0616653 -0.00304705 0.00309761 -1.5510404777878 -6.41630919723267
HG00382 HG00382 -0.0135298 0.0211716 0.0102025 -0.0200694 0.000687118 0.0260453 0.0580938 0.0660407 -0.00096345 0.00418811 -1.29976067623336 4.93664089335416
HG00383 HG00383 -0.0136572 0.0214239 0.010498 -0.0205666 0.00106342 0.0261944 0.0597061 0.0703795 -0.0028626 0.00532206 0.704968121828384 -9.86374052026133
HG00384 HG00384 -0.0136777 0.0225065 0.0105791 -0.021556 0.00259046 0.0264794 0.0509414 0.0572958 0.000418746 0.00393538 0.395508734779431 -6.60669572644667
HG01334 HG01334 -0.0134278 0.0255692 0.0102575 -0.0217766 0.000828535 0.00176339 0.00717613 0.00673777 0.0117888 -0.00358517 -1.18142036194368 -2.84162721294784
HG01500 HG01500 -0.0115961 0.0243397 0.00791007 -0.0205905 -0.00158649 -0.0077883 -0.0144396 -0.0146599 -0.0168786 0.00109539 -0.275640929320719 -2.66847135649511
HG01501 HG01501 -0.0113624 0.023806 0.00814551 -0.0197975 -0.00229308 -0.00769313 -0.0142583 -0.0154656 -0.0148487 0.00137721 -0.911014109268181 -7.42624686936004
HG01503 HG01503 -0.012516 0.0250903 0.00804275 -0.0208748 -0.00206455 -0.00798239 -0.015194 -0.0154697 -0.0177314 -0.0001167 0.0233779930646877 -10.7385072702106
HG01504 HG01504 -0.0118946 0.0248754 0.00857385 -0.0209655 -0.000994061 -0.00903809 -0.0176889 -0.0206474 -0.017723 -0.00104848 0.261999464611792 -12.6212351505803
HG01506 HG01506 -0.0115298 0.0252366 0.00849223 -0.0212038 -0.00112212 -0.0098673 -0.0173974 -0.0182924 -0.0152646 -0.00101047 0.0279244730806823 -6.83171478749062
HG01507 HG01507 -0.0120572 0.0251754 0.00827182 -0.0216255 -0.00158516 -0.00866467 -0.0158789 -0.0202563 -0.0139603 -0.000122593 0.939032605869239 -8.00330817631904
HG01509 HG01509 -0.0114987 0.0249324 0.00845093 -0.0214282 -0.00322052 -0.00889809 -0.0154354 -0.017342 -0.016544 0.00196087 -0.285415722930688 -1.1078979368321
HG01510 HG01510 -0.0120402 0.025284 0.00876775 -0.0210447 -0.00182267 -0.00811822 -0.0159319 -0.0175534 -0.0141572 -0.000672994 -0.125170800175923 -22.8203980449742
HG01512 HG01512 -0.0122259 0.0256978 0.00981825 -0.0218833 -0.00199082 -0.00829726 -0.014916 -0.0183379 -0.0112119 -0.000810129 1.07935356161377 -6.97969648223263
HG01513 HG01513 -0.0123381 0.0255966 0.00969873 -0.0223912 -0.00214719 -0.00789521 -0.0142609 -0.0184533 -0.0123428 -0.00103438 -0.435768409332723 -0.340774879714757
HG01515 HG01515 -0.0128074 0.0258198 0.0108472 -0.0224443 0.000322225 -0.00764088 -0.0148927 -0.0195176 -0.00501101 0.00166082 -1.94401122018663 -13.6984086494915
HG01516 HG01516 -0.0127358 0.0261196 0.0108912 -0.0224059 -0.00107193 -0.00632139 -0.0147909 -0.0189412 -0.00635797 0.00166154 0.669241162601317 3.00757462222838
HG01518 HG01518 -0.0126783 0.0257013 0.0102396 -0.0227166 -0.000973796 -0.00848932 -0.0174151 -0.0212227 -0.00688596 0.00157985 -0.796205854668106 -5.76430372767638
HG01519 HG01519 -0.012721 0.026089 0.0109144 -0.0228981 -0.000835997 -0.00791533 -0.0144425 -0.0193888 -0.00410004 0.000285948 -1.5760926534652 -15.0230529012892
HG01521 HG01521 -0.0129886 0.0262914 0.0114346 -0.0235439 -0.000574328 -0.0057334 -0.01532 -0.0210244 8.95173e-05 -0.00102481 -1.19058202301438 -9.28135117076586
HG01522 HG01522 -0.013112 0.0265576 0.0113584 -0.0233423 -0.00137134 -0.00739566 -0.0140728 -0.0187572 -0.00361277 0.00109693 -0.468983784335756 -3.96239909278001
HG01524 HG01524 -0.0121297 0.0253843 0.00882585 -0.0212739 -0.00212342 -0.00996221 -0.0175248 -0.0190525 -0.0155526 0.00291719 -0.763859819349282 -15.1893038573146
HG01525 HG01525 -0.0119587 0.0252186 0.00875952 -0.0220419 -0.00204856 -0.00924282 -0.0169676 -0.0185559 -0.0165045 0.00163983 0.346949002168335 -8.29680437966707
HG01527 HG01527 -0.0110354 0.024644 0.00843829 -0.0207971 -0.00218024 -0.00963331 -0.0170799 -0.0179996 -0.0152704 0.00405515 -1.02597590153644 -0.789095530864182
HG01528 HG01528 -0.0117076 0.0253664 0.00902545 -0.0217623 -0.00228999 -0.00915587 -0.0176986 -0.0201464 -0.0130063 0.00189036 -0.0821791880912927 -2.13046429166634
HG01530 HG01530 -0.011633 0.0248651 0.00868627 -0.021081 -0.00262329 -0.0083473 -0.0161535 -0.0179397 -0.0143134 0.00309887 -0.657088940053759 -15.097328370617
HG01531 HG01531 -0.011672 0.0249324 0.00855411 -0.0211823 -0.00243044 -0.00909141 -0.0157388 -0.0153064 -0.0150245 0.00224082 -0.565201206338445 -9.10363311241056
HG01536 HG01536 -0.0121196 0.0252107 0.00885487 -0.0214594 -0.00251228 -0.00867249 -0.0129932 -0.0156479 -0.016843 0.000898369 -0.738498147283005 -4.51274641844258
HG01537 HG01537 -0.0122943 0.0255632 0.00867735 -0.0213771 -0.00247249 -0.00965154 -0.0139687 -0.0149884 -0.0162741 0.0012964 -0.0880951959262478 -4.52367259324067
HG01602 HG01602 -0.0114282 0.0242043 0.0081213 -0.0198068 -0.00201833 -0.00762185 -0.0145023 -0.014595 -0.0148592 0.00263159 -0.482443644908396 7.39867093708465
HG01603 HG01603 -0.0116684 0.0247081 0.0082223 -0.0206418 -0.00281577 -0.00702427 -0.0149734 -0.0156185 -0.0157673 0.00303562 -0.391599536672548 -11.3192385068901
HG01605 HG01605 -0.0122249 0.025111 0.00864297 -0.0210526 -0.00101796 -0.00859312 -0.0155764 -0.0172904 -0.015572 0.00123928 0.3583419411128 -14.0503276833867
HG01606 HG01606 -0.0121075 0.0252775 0.00867217 -0.0214083 -0.00167592 -0.00820439 -0.0123187 -0.0138653 -0.0158231 0.000194672 -0.68711208921751 -2.93894875820024
HG01607 HG01607 -0.01209 0.0250364 0.00826792 -0.0205018 -0.00197698 -0.00786191 -0.0152864 -0.0175468 -0.0148832 0.00135219 -0.613477813707855 2.72933212813821
HG01608 HG01608 -0.0116718 0.0251535 0.00869761 -0.0210559 -0.00168305 -0.0102471 -0.0170937 -0.0187364 -0.0169628 0.00138742 -1.72066822571993 -6.52860717944565
HG01610 HG01610 -0.0114181 0.0245864 0.00872863 -0.0208562 -0.001035 -0.00928998 -0.0180554 -0.0192095 -0.0137608 0.00422641 -1.16143730818898 1.27950746902729
HG01612 HG01612 -0.0113224 0.0250125 0.0084239 -0.0214988 -0.00135845 -0.00764576 -0.0153854 -0.0128415 -0.014392 0.00188523 -3.59260529465512 -4.67033106720201
HG01613 HG01613 -0.0121595 0.0254458 0.00872667 -0.0211789 -0.00127451 -0.00877539 -0.015591 -0.0165644 -0.0178028 0.00144392 0.251082026527582 -13.2095298428447
HG01615 HG01615 -0.012005 0.0248478 0.00766366 -0.0206313 -0.000695768 -0.00642926 -0.0143165 -0.0151706 -0.0156004 0.000925905 1.49926223356473 -11.6463236722223
HG01617 HG01617 -0.0120908 0.0246968 0.00823792 -0.0202311 -0.00211334 -0.00804614 -0.0150931 -0.0167442 -0.0196787 0.00156606 0.469633787876021 5.43483495867683
HG01618 HG01618 -0.0122236 0.0245914 0.00915888 -0.0191071 -0.00205868 -0.00871047 -0.0160319 -0.0189561 -0.0191092 -0.000921569 -0.363760826900207 -13.3846604034798
HG01619 HG01619 -0.0122101 0.0252018 0.00749419 -0.0198084 -0.00189394 -0.00930429 -0.0143702 -0.0170504 -0.0193678 0.00184139 0.252686045094802 3.74513350166604
HG01620 HG01620 -0.011846 0.0246258 0.00850935 -0.0203402 -0.00143322 -0.00949977 -0.0152042 -0.0183137 -0.0202117 0.000366313 -0.297173506324665 -13.4115122437816
HG01623 HG01623 -0.0118244 0.0249533 0.00877941 -0.0209837 -0.00162708 -0.00912406 -0.017849 -0.0200841 -0.0205092 0.00167882 1.4300580317308 -1.32891063820639
HG01624 HG01624 -0.0117813 0.0247332 0.00837063 -0.0210586 -0.00179092 -0.0101043 -0.0182533 -0.0206684 -0.0175761 0.000224824 0.110955149830118 -6.36647865641567
HG01625 HG01625 -0.0124627 0.0247519 0.00810635 -0.0205207 -0.00147488 -0.00752274 -0.0124899 -0.0155462 -0.0241595 -0.000381411 -0.242240942855323 -10.3227395212509
HG01626 HG01626 -0.0116016 0.0236815 0.00680145 -0.0190621 -0.00125446 -0.00967055 -0.0206566 -0.0231037 -0.0201991 0.000106473 -1.25682949351265 -10.5747992357823
HG01628 HG01628 -0.00984101 0.0231032 0.00688136 -0.0183239 -0.00168367 -0.0116622 -0.0211836 -0.0216318 -0.0180701 0.00349949 -1.87815715185483 -1.64036008827037
HG01630 HG01630 -0.0106054 0.0240324 0.00755909 -0.0200561 -0.0015407 -0.0108551 -0.0215853 -0.0214884 -0.0203257 0.00299549 -1.03454353143658 -3.71522284738979
HG01631 HG01631 -0.0125558 0.0256619 0.00854621 -0.0216455 -0.00157736 -0.0100789 -0.0158264 -0.0188287 -0.0128112 0.000732098 -0.837302207802217 1.01107228269469
HG01632 HG01632 -0.0121739 0.0249478 0.00846212 -0.0213669 -0.00115379 -0.00948178 -0.014495 -0.0159775 -0.0124406 0.00262304 1.40012899164559 -15.1429178254832
HG01668 HG01668 -0.0116366 0.0240325 0.00755114 -0.0197079 -0.00167427 -0.00819734 -0.0101178 -0.0112924 -0.0178781 0.00196959 -0.26231985316766 -8.72649442705155
HG01669 HG01669 -0.0103585 0.0238507 0.00808241 -0.0202699 -0.00163708 -0.00850782 -0.0138302 -0.0157039 -0.0152654 -0.000123838 -0.827764376557417 -11.5531624451354
HG01670 HG01670 -0.0121124 0.0246467 0.00801811 -0.0205853 -0.00231807 -0.00864227 -0.015651 -0.0179378 -0.0166965 0.000648121 -1.37508187242506 -9.90644392286212
HG01672 HG01672 -0.0122156 0.0251553 0.00819886 -0.0206804 -0.00221399 -0.00706327 -0.0126772 -0.0146973 -0.0196499 -0.0013802 -1.22565440619894 0.807950157391161
HG01673 HG01673 -0.0124571 0.0253061 0.0105525 -0.0230901 0.00067211 -0.00542587 -0.0182395 -0.0189367 0.0418249 -0.00534355 -0.688735007210721 -7.57355552366972
HG01675 HG01675 -0.0125043 0.0254363 0.0109312 -0.0228633 0.00151168 -0.00576079 -0.0194712 -0.0209605 0.0438077 -0.00611482 0.321400094341107 -9.02555986204772
HG01676 HG01676 -0.0125182 0.0258161 0.0116527 -0.0242938 0.00266776 -0.00583021 -0.018374 -0.0174327 0.0480758 -0.00593689 0.69426821306585 -12.5698056922433
HG01678 HG01678 -0.0122985 0.0252329 0.0110347 -0.0238408 0.00191905 -0.00498311 -0.0212057 -0.0209832 0.0521054 -0.00630362 1.15831954900413 2.09483167650683
HG01679 HG01679 -0.0121424 0.0252229 0.0108375 -0.0236326 0.00140398 -0.00620976 -0.0206738 -0.020829 0.0461584 -0.00534829 0.63510145071618 -3.6944886469913
HG01680 HG01680 -0.0121997 0.0251081 0.0111082 -0.0230271 0.000766728 -0.00491336 -0.016856 -0.0192783 0.0479649 -0.00510607 -1.35080508186076 -3.96680407627407
HG01682 HG01682 -0.0124491 0.0252619 0.00953376 -0.0224962 -0.000291789 -0.00694511 -0.0165772 -0.0187558 0.0183399 -0.00244815 -0.84998668860829 -22.1982849395298
HG01684 HG01684 -0.012645 0.0254627 0.00990899 -0.0227625 0.00022022 -0.00626501 -0.0171222 -0.0192426 0.0192256 -0.00419447 -0.196377749579539 -12.611646627102
HG01685 HG01685 -0.0116559 0.0244096 0.00920431 -0.0212392 0.00036104 -0.00594652 -0.017534 -0.0178283 0.024754 -0.00277784 0.409982527998314 -4.51541755047609
HG01686 HG01686 -0.0118975 0.0245081 0.00937305 -0.0218147 0.000490678 -0.00612707 -0.0147907 -0.013946 0.0212511 -0.00315041 0.482400895930418 -9.69562894393859
HG01694 HG01694 -0.0102652 0.0234843 0.00877901 -0.020779 -3.43445e-05 -0.00801825 -0.018327 -0.0178085 0.0269851 -0.00332033 -0.164118875733941 -7.72629675394698
HG01695 HG01695 -0.0104364 0.0234932 0.00874788 -0.0209259 0.00150474 -0.00796149 -0.0186931 -0.0185894 0.0264462 -0.00227063 1.54610814997744 -3.4684460768272
HG01697 HG01697 -0.0113479 0.0248728 0.00835215 -0.020063 -0.00228809 -0.009993 -0.0203451 -0.0214053 -0.0186083 0.00218095 1.94758525249625 -13.5608715190457
HG01699 HG01699 -0.0114739 0.0248878 0.0078141 -0.021031 -0.00209936 -0.0115469 -0.0201057 -0.0215823 -0.0180224 0.0032449 0.704686714217995 1.80992081432772
HG01700 HG01700 -0.0130631 0.0261762 0.0108634 -0.0233724 -0.00278724 -0.0104129 -0.0126387 -0.0158927 -0.00953609 -0.000235323 -0.412666954694299 -14.6800992008159
HG01702 HG01702 -0.0130119 0.0263106 0.0110964 -0.0230153 -0.00231298 -0.0112782 -0.0143401 -0.0192119 -0.0108617 -0.00108952 -2.01799235808879 -8.11699854049481
HG01704 HG01704 -0.0111495 0.0246424 0.00852091 -0.0204051 -0.00301585 -0.00906216 -0.0181536 -0.0171044 -0.0140144 0.00335119 -0.507468258686765 -2.05072437336112
HG01705 HG01705 -0.0114728 0.0250978 0.00827447 -0.0215888 -0.00242513 -0.00950638 -0.017011 -0.0189647 -0.0153178 0.00153365 -0.655836983101867 -5.98976863256233
HG01707 HG01707 -0.0117567 0.0248133 0.00807336 -0.0210558 -0.00181563 -0.00721538 -0.0144515 -0.0157255 -0.0145201 0.00195474 1.01059551855698 -1.94159424509545
HG01708 HG01708 -0.0117925 0.0244734 0.00757985 -0.0200334 -0.00230067 -0.00846346 -0.0142935 -0.0150065 -0.0153201 0.00269078 0.198549072012347 3.09155795228479
HG01709 HG01709 -0.0114249 0.0248033 0.0082239 -0.0206801 -0.00247816 -0.0094374 -0.01655 -0.0170532 -0.0162998 0.00282912 -0.212473123779259 -14.1596511957321
HG01710 HG01710 -0.0115383 0.0249864 0.00787382 -0.0211919 -0.0021777 -0.00892276 -0.0153974 -0.0151549 -0.0150997 0.00174522 0.280234475742733 -8.46903536128562
HG01746 HG01746 -0.0123174 0.0255503 0.00909341 -0.0217823 -0.00271855 -0.00873236 -0.0176552 -0.0198066 -0.0140728 0.00269282 0.452022702557051 -12.7837769750473
HG01747 HG01747 -0.0121374 0.0254881 0.00845563 -0.0207461 -0.00153843 -0.00864793 -0.0149493 -0.018826 -0.0157441 0.000115244 0.108274638094401 0.108682583761437
HG01756 HG01756 -0.0112271 0.025211 0.00865889 -0.0209662 -0.00338763 -0.0095972 -0.0190448 -0.0209647 -0.0181826 0.000346456 0.546602276245606 1.01665567735233
HG01757 HG01757 -0.0108189 0.0249511 0.00787443 -0.0199032 -0.00147701 -0.00926937 -0.0198885 -0.0216398 -0.0194616 -0.000757421 -0.123211792964317 -4.36749157887061
HG01761 HG01761 -0.0116366 0.0261212 0.00866946 -0.0214793 -0.002357 -0.00942853 -0.0179298 -0.0205288 -0.0186435 -0.000952129 1.08444484986454 -11.4479519253621
HG01762 HG01762 -0.0116597 0.0256727 0.00839924 -0.0208647 -0.00218067 -0.00839234 -0.0131802 -0.0171716 -0.0201795 0.000560966 -1.42443649261053 -11.7075077721426
HG01765 HG01765 -0.0120552 0.0252777 0.00813555 -0.0208918 -0.00236738 -0.0096512 -0.0148055 -0.0165808 -0.0141806 -2.33953e-05 -0.219257475266482 -8.5359710201342
HG01766 HG01766 -0.0117315 0.0250827 0.00815716 -0.0212147 -0.00227932 -0.0107435 -0.0193801 -0.0204757 -0.015039 -0.000189899 -0.0138241118922586 12.5788543626529
HG01767 HG01767 -0.0114637 0.0249258 0.00874884 -0.0213958 -0.0022548 -0.0110545 -0.0181566 -0.0204661 -0.0151719 0.00332247 -0.859013979473927 -6.5071126878532
HG01768 HG01768 -0.0116244 0.024659 0.0083819 -0.0208354 -0.00267664 -0.0104963 -0.0194077 -0.020008 -0.0163984 0.000272765 -0.0114824491614861 -7.21448877218598
HG01770 HG01770 -0.0117132 0.0256165 0.0095253 -0.0210413 -0.00199999 -0.00921968 -0.0173302 -0.0189233 -0.0151931 0.00290225 0.408563183546854 -1.22515781609835
HG01771 HG01771 -0.0121803 0.0260148 0.00983717 -0.0214985 -0.00242343 -0.00852989 -0.0166356 -0.0170293 -0.0184178 0.00274749 -0.594054207904331 -15.39988908306
HG01773 HG01773 -0.0124404 0.0253495 0.00856112 -0.0215207 -0.0022507 -0.00789589 -0.0135296 -0.0156306 -0.0172306 0.00194325 0.772006618860576 -18.237354576388
HG01775 HG01775 -0.0125182 0.0256756 0.00894918 -0.0214575 -0.0017207 -0.008552 -0.0148232 -0.01791 -0.0195595 0.00121858 0.373871372925822 -10.4269773154539
HG01776 HG01776 -0.0127692 0.0246102 0.00788086 -0.020381 -0.00167056 -0.00788326 -0.0126818 -0.0153961 -0.0174634 0.000930885 -0.578369181145954 -0.0117367367957044
HG01777 HG01777 -0.0124539 0.0257555 0.00866549 -0.0209208 -0.00224182 -0.00903479 -0.0160475 -0.0178154 -0.0182974 0.0028176 1.06396826109908 -8.46257186111467
HG01779 HG01779 -0.0123806 0.0256832 0.00885615 -0.0215673 -0.00295352 -0.00926131 -0.0144106 -0.0169366 -0.0188825 -0.00143424 0.139891990856699 2.6142245027241
HG01781 HG01781 -0.0123772 0.0257519 0.0081554 -0.0217541 -0.00222106 -0.0100422 -0.0182046 -0.0218328 -0.0191799 0.000495424 -1.44354587814887 -8.54447927677717
HG01783 HG01783 -0.0117191 0.025444 0.00861297 -0.021266 -0.00245162 -0.0104808 -0.0186194 -0.0201669 -0.0163731 0.00236555 -3.2244115775228 -1.64149643362457
HG01784 HG01784 -0.011708 0.0257284 0.00913881 -0.0216461 -0.00233991 -0.00969919 -0.0182733 -0.019087 -0.0193137 0.00448621 0.478345778302351 -0.417429614084824
HG01785 HG01785 -0.0127131 0.0254029 0.00868528 -0.0208742 -0.00246614 -0.00785769 -0.0117881 -0.0143169 -0.0182968 0.000533063 -2.33565619993546 -9.45299576858487
HG01786 HG01786 -0.0124242 0.0249729 0.00849931 -0.0210133 -0.00100461 -0.00835278 -0.013734 -0.016062 -0.0178723 0.000212673 1.39129727753534 -2.02313777294668
HG01789 HG01789 -0.0134854 0.0255394 0.00853547 -0.0212247 -0.00239324 -0.00215585 0.0051706 0.00234031 -0.0209127 -0.00097261 -0.317777071663265 -11.4158796694132
HG01790 HG01790 -0.0131636 0.0257625 0.0078639 -0.0201774 -0.00192256 -0.00136796 0.00564614 0.00288572 -0.0173432 -0.001243 0.758068208865082 -10.0863289163688
HG01791 HG01791 -0.013175 0.025759 0.00821424 -0.0209594 -0.00135606 -0.00171724 0.0049605 0.00170829 -0.01265 0.00100102 -1.13896446003649 4.46699011849926
HG02215 HG02215 -0.0131035 0.0256133 0.0106904 -0.0227136 0.00187715 0.000642319 0.00542396 0.00666646 0.0583991 -0.00926842 -0.588168623114787 -12.3348747632142
HG02219 HG02219 -0.0122666 0.0250309 0.00788905 -0.0204064 -0.00210068 -0.00860375 -0.0140312 -0.0171756 -0.0209072 0.00127544 -1.53995317558098 -4.0197753007952
HG02220 HG02220 -0.0126173 0.0249214 0.00720913 -0.0206857 -0.001182 -0.00789108 -0.0121694 -0.0160214 -0.0170993 0.00128928 1.90065900950045 -6.74684701777793
HG02221 HG02221 -0.0123159 0.0249498 0.00852491 -0.0215895 -0.00200333 -0.00750444 -0.0144188 -0.0157716 -0.0168706 0.000108985 -1.30946884678261 -5.98092604490528
HG02223 HG02223 -0.0122481 0.0247892 0.00817642 -0.0204082 -0.00196865 -0.00737029 -0.0115873 -0.0156949 -0.0190174 -0.00134929 -0.511478534337957 1.03110352526057
HG02224 HG02224 -0.0128029 0.0246835 0.00820124 -0.0209068 -0.000923169 -0.00647688 -0.00891923 -0.0110538 -0.0176432 -0.000585595 -0.371696161059184 -2.6073789046979
HG02230 HG02230 -0.0125956 0.0253242 0.00779049 -0.021402 -0.0026432 -0.00793338 -0.012118 -0.0154743 -0.017241 -0.0019616 -1.6145843548287 -4.75593308317633
HG02231 HG02231 -0.0127425 0.0250295 0.00849419 -0.0202947 -0.00192467 -0.00715284 -0.0122762 -0.0151737 -0.0195836 -0.00241049 0.775428980135069 -3.96124221347992
HG02232 HG02232 -0.0119286 0.0251872 0.0102282 -0.0230842 0.00150751 -0.00797524 -0.0187917 -0.0171862 0.0547977 -0.00763171 1.58970883629656 -1.96226887110389
HG02233 HG02233 -0.0116202 0.0243244 0.00999521 -0.022126 0.00273472 -0.00700614 -0.0199863 -0.020533 0.0612363 -0.00672296 1.77822672528052 -4.97520436708946
HG02235 HG02235 -0.0123465 0.024907 0.00787293 -0.0202094 -0.00256721 -0.00910235 -0.0163597 -0.0189616 -0.0208954 0.00177906 -1.38629361743681 0.17370376432505
HG02236 HG02236 -0.0122133 0.0252157 0.00845253 -0.0204307 -0.00238593 -0.00866725 -0.0135663 -0.0145966 -0.017473 0.00297029 0.709589662499846 0.457135127028713
HG02238 HG02238 -0.0117586 0.0245583 0.00963757 -0.0220969 0.00146017 -0.0082563 -0.0211948 -0.0206587 0.0591501 -0.00785849 -0.723020732236851 5.46780640440585
HG02239 HG02239 -0.0116744 0.0235808 0.00770637 -0.0201178 0.00178211 -0.00671127 -0.0168247 -0.0158777 0.0588658 -0.00624405 1.02784642631352 -4.69709331227861
NA06984 NA06984 -0.0132149 0.0257646 0.0105858 -0.0229338 0.00324926 0.00802672 0.00412081 0.00405064 0.0537464 -0.00402261 -0.0439704507931732 0.48809355104074
NA06985 NA06985 -0.0124394 0.0257355 0.00830137 -0.0206833 -0.00171468 -0.00189875 0.00468547 0.00429925 -0.0167556 0.000608387 -0.0231195488646808 10.1219018680552
NA06986 NA06986 -0.0127594 0.0260305 0.00831178 -0.0217203 -5.90659e-05 0.00509741 0.00564918 0.00395881 0.00421652 0.000525596 0.528285750581835 -6.42333151457858
NA06989 NA06989 -0.0133329 0.0258884 0.0105927 -0.0243436 0.00531889 0.0104712 0.00508115 0.00460493 0.0466646 -0.00378518 1.46646908401595 -2.74066677427183
NA06994 NA06994 -0.0131168 0.0262121 0.00845877 -0.0208093 -0.00208787 0.000732612 0.0101588 0.00985116 -0.0172527 0.00319639 0.322464864393536 2.82285610994041
NA07000 NA07000 -0.0129134 0.025988 0.00835333 -0.0215051 -0.00295596 0.00252579 0.0111575 0.00836588 -0.0228796 -0.00380412 -0.0474024837543508 0.158173869405633
